eeg_resp.keys,eeg_resp.rt,key_begin.keys,key_begin.rt,date,frameRate,expName,session,participant,
1,1.01143416255,,,2015_mei_28_2112,60.0647154094,loc_v1,001,,
,,space,0.63411703804,2015_mei_28_2112,60.0647154094,loc_v1,001,,
