eeg_resp.keys,eeg_resp.rt,key_begin.keys,key_begin.rt,date,frameRate,expName,session,participant,
1,1.34983019415,,,2015_mei_28_2338,59.9972695787,loc_v1,001,AS,
,,space,0.535693359649,2015_mei_28_2338,59.9972695787,loc_v1,001,AS,
