eeg_resp.keys,eeg_resp.rt,key_begin.keys,key_begin.rt,date,frameRate,expName,session,participant,
2,1.3641029871,,,2015_mei_28_1407,29.5838480258,loc_v1,001,,
,,space,2.23971920882,2015_mei_28_1407,29.5838480258,loc_v1,001,,
