eeg_resp.keys,eeg_resp.rt,key_begin.keys,key_begin.rt,date,frameRate,expName,session,participant,
1,1.55023238087,,,2015_mei_28_1749,29.8653596212,loc_v1,001,,
,,space,1.51509081911,2015_mei_28_1749,29.8653596212,loc_v1,001,,
