eeg_resp.keys,eeg_resp.rt,key_begin.keys,key_begin.rt,date,frameRate,expName,session,participant,
1,3.21811546798,,,2015_mei_28_2212,59.9026095749,loc_v1,001,asdasd,
,,space,3.28350294955,2015_mei_28_2212,59.9026095749,loc_v1,001,asdasd,
