eeg_resp.keys,eeg_resp.rt,key_begin.keys,key_begin.rt,date,frameRate,expName,session,participant,
1,1.1284591186,,,2015_mei_28_1844,29.3838205034,loc_v1,001,,
,,space,2.90413108897,2015_mei_28_1844,29.3838205034,loc_v1,001,,
