eeg_resp.keys,eeg_resp.rt,key_begin.keys,key_begin.rt,date,frameRate,expName,session,participant,
1,1.54641473585,,,2015_mei_28_1902,29.4180944317,loc_v1,001,,
,,space,2.34210217931,2015_mei_28_1902,29.4180944317,loc_v1,001,,
