eeg_resp.keys,eeg_resp.rt,key_begin.keys,key_begin.rt,date,frameRate,expName,session,participant,
1,1.95068747191,,,2015_mei_28_1757,None,loc_v1,001,,
,,space,1.05092696357,2015_mei_28_1757,None,loc_v1,001,,
