eeg_resp.keys,eeg_resp.rt,key_begin.keys,key_begin.rt,date,frameRate,expName,session,participant,
1,1.19144315059,,,2015_mei_28_2114,59.7866862574,loc_v1,001,asd,
,,space,0.915718275886,2015_mei_28_2114,59.7866862574,loc_v1,001,asd,
