eeg_resp.keys,eeg_resp.rt,key_begin.keys,key_begin.rt,date,frameRate,expName,session,participant,
1,0.920374426161,,,2015_mei_28_1914,None,loc_v1,001,,
,,space,1.72771276928,2015_mei_28_1914,None,loc_v1,001,,
