eeg_resp.keys,eeg_resp.rt,key_begin.keys,key_begin.rt,date,frameRate,expName,session,participant,
1,1.20991984709,,,2015_mei_28_2302,59.4777942446,loc_v1,001,asd,
,,space,0.815557287424,2015_mei_28_2302,59.4777942446,loc_v1,001,asd,
