eeg_resp.keys,eeg_resp.rt,key_begin.keys,key_begin.rt,date,frameRate,expName,session,participant,
1,1.04871010131,,,2015_mei_28_2342,None,loc_v1,001,,
,,space,0.733243263225,2015_mei_28_2342,None,loc_v1,001,,
