eeg_resp.keys,eeg_resp.rt,key_begin.keys,key_begin.rt,date,frameRate,expName,session,participant,
1,1.77192713993,,,2015_mei_28_2127,60.1078452833,loc_v1,001,ad,
,,space,0.900403324442,2015_mei_28_2127,60.1078452833,loc_v1,001,ad,
