eeg_resp.keys,eeg_resp.rt,key_begin.keys,key_begin.rt,date,frameRate,expName,session,participant,
1,0.702359078212,,,2015_mei_28_2223,59.8402118708,loc_v1,001,as,
,,space,0.651289898684,2015_mei_28_2223,59.8402118708,loc_v1,001,as,
