eeg_resp.keys,eeg_resp.rt,key_begin.keys,key_begin.rt,date,frameRate,expName,session,participant,
1,1.21991137102,,,2015_mei_28_2106,59.973729998,loc_v1,001,asd,
,,space,0.784424508929,2015_mei_28_2106,59.973729998,loc_v1,001,asd,
