eeg_resp.keys,eeg_resp.rt,key_begin.keys,key_begin.rt,date,frameRate,expName,session,participant,
1,1.0333678444,,,2015_mei_28_2335,59.9997269485,loc_v1,001,,
,,space,0.663638225371,2015_mei_28_2335,59.9997269485,loc_v1,001,,
