eeg_resp.keys,eeg_resp.rt,key_begin.keys,key_begin.rt,date,frameRate,expName,session,participant,
1,0.753833288778,,,2015_mei_28_2352,None,loc_v1,001,as,
,,space,0.701374374963,2015_mei_28_2352,None,loc_v1,001,as,
