get_size_key.keys,get_size_key.rt,get_ask_for_flip.keys,get_ask_for_flip.rt,eeg_resp.keys,eeg_resp.rt,key_begin.keys,key_begin.rt,date,frameRate,expName,session,participant,
1,0.866729620568,,,,,,,2015_mei_31_0950,59.9933109455,loc_v1,001,,
,,2,1.26905227829,,,,,2015_mei_31_0950,59.9933109455,loc_v1,001,,
,,,,1,0.857913988286,,,2015_mei_31_0950,59.9933109455,loc_v1,001,,
,,,,,,space,2.05638261562,2015_mei_31_0950,59.9933109455,loc_v1,001,,
