eeg_resp.keys,eeg_resp.rt,key_begin.keys,key_begin.rt,date,frameRate,expName,session,participant,
1,1.18709873769,,,2015_mei_28_2130,59.9913317671,loc_v1,001,asd,
,,space,0.899720119007,2015_mei_28_2130,59.9913317671,loc_v1,001,asd,
